,epoch,recall@20,ndcg@20,recall@40,ndcg@40
0,0,0.07281693683433942,0.06216016912898223,0.11785010584897607,0.07867179213786477
1,3,0.09115250576392073,0.07834877606403251,0.14672046945222425,0.09857132654692678
2,6,0.10094374570070282,0.0868124052013042,0.159226021050172,0.10799335272601572
3,9,0.10463234096246045,0.09020512677521791,0.1651229754951465,0.11213270166006502
4,12,0.10618516049407456,0.09180013455507624,0.16779073581591805,0.11410848352701317
5,15,0.10715097470486516,0.09213689152258288,0.16794383025298323,0.11421233289381529
6,18,0.1073686914796879,0.09247554870792064,0.1684274678195883,0.1146677841175867
7,21,0.1080187823222497,0.09289097423557174,0.1690246444749891,0.11508495245229561
8,24,0.10826262292916311,0.0932434151063393,0.1692982243719511,0.11552706043998168
9,27,0.1078173327517671,0.09301446807391064,0.16950859186957937,0.1154880566681319
10,30,0.10860080304648126,0.09362403884694531,0.17097481957181043,0.11634531396923138
11,33,0.10890261686581577,0.0938062598614821,0.17143153946700257,0.11654953154170655
12,36,0.10914124088359885,0.09406324948657904,0.17192515484922521,0.11693181223616603
13,39,0.10941473090503707,0.09422591446335772,0.17174311686790508,0.11691591067149198
14,42,0.1094892675545073,0.0941898326000184,0.17196240842242086,0.11694820456238789
15,45,0.10915229959978288,0.0939977264012288,0.17158213717861984,0.1167148487757516
16,48,0.10956046113690905,0.0940576556301879,0.17151718771457838,0.11662400431926763
17,51,0.10899103888900366,0.09378851866205476,0.17152747919159927,0.11654237333793152
18,54,0.1094467561296852,0.09411856208949002,0.17161388899788005,0.11680420821946988
19,57,0.109265527228123,0.09394339139680942,0.1716225972678713,0.11660682276514979
20,60,0.10882519982994185,0.09390206826392714,0.17122632397387824,0.11659257360654264
21,63,0.109198171680276,0.09380479055148407,0.1715049304141939,0.11648816582243207
22,66,0.10877241860381032,0.09372022394387804,0.1713576947402787,0.11652936369414506
23,69,0.1089936374572965,0.09368505456125067,0.17161899241199982,0.11654156062565332
24,72,0.1091150989618799,0.09375491593268517,0.17134957162126643,0.11643000389555848
25,75,0.10895814039446214,0.09367744583467601,0.17124388548504924,0.11637081755424442
26,78,0.10919583271005293,0.09382699095201691,0.17120474445468065,0.11639901310825243
27,81,0.10912432916550069,0.09375689134786278,0.1713061823002968,0.11640918167298255
28,84,0.10899687693505973,0.09368075948409363,0.17152239616922738,0.1163917832450344
29,87,0.10833509314374963,0.09332716712860274,0.17085232029098643,0.11601616757046734
30,90,0.10880650810322695,0.09338235710320379,0.1712348410469316,0.1160906216384768
31,93,0.1086661378693912,0.09354317111813014,0.17078419544206014,0.11616278138581383
32,96,0.10834852166135658,0.09319311807565694,0.1701609205421625,0.11567827380606774
33,99,0.10826152076547073,0.09322959399772424,0.17049424304333402,0.11582312170220951
34,Final,0.10826152076547073,0.09322959399772424,0.17049424304333402,0.11582312170220951
