,epoch,recall@20,ndcg@20,recall@40,ndcg@40
0,0,0.06559651661216731,0.056110764802552955,0.10696366321702924,0.07121508817079979
1,3,0.08281706450545405,0.07056260237397914,0.13220717787484249,0.08863288792170554
2,6,0.09086562717512604,0.07833404266290157,0.1458597466070262,0.09837300594274782
3,9,0.0988980696018652,0.08495445034331252,0.15584598063348098,0.10569297426750919
4,12,0.10167880790234171,0.08772696696537138,0.16118255697684677,0.10939029837007208
5,15,0.10404086495819137,0.08960272399990346,0.16468499305116935,0.11165166350798165
6,18,0.10467029890191891,0.09059235611324774,0.1653645292622778,0.1125474417010862
7,21,0.10527730284267649,0.09110535189778247,0.16658589467793694,0.11334490511585689
8,24,0.1061486230720687,0.09181832121382127,0.16684352863575763,0.11388740529844286
9,27,0.10671976371766138,0.09237535584025763,0.16779204242838552,0.11455233149632874
10,30,0.10674545544508708,0.09249339384230741,0.16827182886227782,0.11481498580708435
11,33,0.10697612315824237,0.09281866833471908,0.16857510051783275,0.1151058966954326
12,36,0.10730222389467428,0.09277674553276485,0.16838576058347676,0.1148571544541997
13,39,0.1071655879298872,0.09283658621272815,0.16908713911094067,0.11539714423115152
14,42,0.10738320008940001,0.09334650967274466,0.16976121733145852,0.11603209388283156
15,45,0.10759258412629685,0.09313876364411532,0.16950808023518052,0.11564825322898699
16,48,0.10861602406746568,0.09370836344860335,0.17009129492146205,0.11609029489062958
17,51,0.10798295623574902,0.0933920297587411,0.1693541873067706,0.1156914243345259
18,54,0.10808049355165664,0.09341431947007087,0.17035715398102896,0.11607765646988086
19,57,0.10833963073772643,0.09354600254348887,0.1698828351985309,0.11588625253789765
20,60,0.1082118205836163,0.09363694011212888,0.1701149700283677,0.11611381166465574
21,63,0.10873426867217571,0.09382037990478381,0.17037456053094543,0.11620752533028761
22,66,0.10860063174646417,0.09361534538757842,0.17007717634949587,0.11597840878046853
23,69,0.10836488883744894,0.09348358254392464,0.17011523134685289,0.11590107641138567
24,72,0.10813359472957629,0.09338135777337468,0.170006801393468,0.11580625693821273
25,75,0.1079443592987924,0.09327751680396194,0.17001980566043662,0.11585606942666438
26,78,0.10806323966979496,0.09334571405745704,0.17037689700891895,0.11603660151928319
27,81,0.10818853506632901,0.09336289642369097,0.16990438960315704,0.1157937408562218
28,84,0.10846870702516463,0.0935910920307688,0.1699167998796864,0.11587054869131777
29,87,0.10787101855131513,0.09324260534496799,0.16951084247794884,0.11562642280891422
30,90,0.10786011554021109,0.09337291081323472,0.16914937874932645,0.11565158379955183
31,93,0.10736744499749103,0.09294618814482328,0.16946913193251167,0.11548095117472947
32,96,0.10745250021424595,0.092867585961306,0.16928736325045335,0.11527057174991077
33,99,0.10714393408226495,0.09262986855450137,0.1683657521139979,0.11488329802170776
34,Final,0.10714393408226495,0.09262986855450137,0.1683657521139979,0.11488329802170776
