,epoch,recall@20,ndcg@20,recall@40,ndcg@40
0,0,0.07351492234417832,0.06273101579080033,0.11966191727685678,0.07967253039466528
1,3,0.09077267374725662,0.07766639648004683,0.1457854476926107,0.09774630343097358
2,6,0.0993668920476361,0.08583623726472892,0.15634173287939124,0.10654073061930293
3,9,0.10306701524539927,0.08894072253331234,0.16144744128478805,0.1102291632542411
4,12,0.10333940449395362,0.08919080857390452,0.1627270306443501,0.11086951745668061
5,15,0.10379620925768954,0.0894675817728671,0.16336966737847677,0.11123838678466352
6,18,0.10338841917510512,0.08954444556580093,0.16353299866052987,0.11141772134552994
7,21,0.1033071347749974,0.08922833642018305,0.16376275716534472,0.11122997038370583
8,24,0.10433452376084754,0.09043419017720565,0.1642704838057545,0.11208296702233468
9,27,0.1045866314636773,0.09016314601868429,0.16494881712251533,0.11219917840743794
10,30,0.10398983000586112,0.0899927365557721,0.16578222218960537,0.11237120245758447
11,33,0.10457536389791887,0.09061005930637832,0.1655250062339838,0.11273457234041327
12,36,0.10423916264464592,0.09033601130491399,0.16539932183430028,0.1125937263501575
13,39,0.10467707833639169,0.09024044851675807,0.16552306464161673,0.1123678132006784
14,42,0.10482971279966281,0.0903896024182253,0.16549126576170559,0.11249496599205028
15,45,0.10430461244966488,0.09024245856043706,0.1648253482504794,0.11231329400802505
16,48,0.10407176787754668,0.09011055096453077,0.16508506584456475,0.11234136207084357
17,51,0.10455683456033339,0.09057496247414636,0.16543637114980092,0.11266492596936842
18,54,0.10424257654797833,0.09018802793843998,0.16450299835031126,0.11211339642360212
19,57,0.10455817095638359,0.09021699155956826,0.16500565756062585,0.11216546045187517
20,60,0.10409417359310784,0.0900591951754064,0.16384643239438235,0.11180586054136468
21,63,0.10449124980363485,0.08998599643131888,0.16441462756298592,0.11172153528253823
22,66,0.10394803952567354,0.0899396698347843,0.16425243816068041,0.11187092562979173
23,69,0.10394848909096022,0.0898598036256587,0.16393693101543158,0.11164172697189469
24,72,0.10418449810261246,0.09019039581344829,0.16402298227525022,0.111930678709683
25,75,0.10428524709870118,0.09006550100173459,0.1657703421071664,0.112450738013251
26,78,0.10420071910552418,0.09002667515606379,0.1647478549467294,0.11208275900531292
27,81,0.1039106170552656,0.09001311440372516,0.16390016116935488,0.11170556911641262
28,84,0.10445390548076791,0.09027569809719574,0.16431556794133412,0.11203683155919118
29,87,0.10390786070200218,0.08987895156497058,0.16389999721386644,0.1116003208207292
30,90,0.10321377345066005,0.08948589606752731,0.16447444435783248,0.11170123944373203
31,93,0.10349162748658655,0.08975780248854966,0.16367038229145284,0.1116891324385091
32,96,0.10363726434010255,0.08947939064318934,0.16308201156311386,0.11109462768764278
33,99,0.10345002677315929,0.0895558803229929,0.16429920221811953,0.11161755715224092
34,Final,0.10345002677315929,0.0895558803229929,0.16429920221811953,0.11161755715224092
